FID,APA Tier Type,GLHER Primary Ref,GLHER Resource ID,area_type,Description,Shape__Area,Shape__Length
801,Archaeological Priority Area - Tier III,209827,052c579e-6842-4c34-a5b4-71eb84bbf7b8, ," p  strong Summary and Definition /strong  /p 

 p This APA covers a Section of the Hogsmill River and a portion of its tributary the Tolworth Brook at Berrylands. The Hogsmill River runs across the central part of the Borough. This APA occupies an equal",786961.328056335,9551.33606908708
802,Archaeological Priority Area - Tier II,78159,de719967-7836-4cae-8bfc-5c2454ec4e17, ,"Valley 17.1	This large Archaeological Priority Area demarks the River Cray Valley, and includes the villages of North Cray, on the northeastern point of the valley, and Foots Cray, on the southeastern edge. Much of the central space is occupied by the Fo",2376580.58940125,7986.31691007604
803,Archaeological Priority Area - Tier II,76190,0ae43960-97a4-408a-8f44-bff1ad1f33bd, ,"Summary and Definition  The Archaeological Priority Area covers an area of largely open ground bounded to the south by the A113 Chigwell Road. The M11 motorway passes through the APA on a largely north – south alignment, as does the river Roding. The A",455601.856414795,3186.3733182884
804,Archaeological Priority Area - Tier II,76896,5a515ff1-7226-49f1-97c7-3eaa40070938, ,Summary and definition  The Archaeological Priority Area covers the historic core of Beckenham as shown on  John Rocque’s 1746 Map of London and the Adjacent Country 10 Miles Round. The  APA has been included at Tier ,8709.95848083496,407.495704175837
805,Archaeological Priority Area - Tier II,76896,5a515ff1-7226-49f1-97c7-3eaa40070938, ,Summary and definition  The Archaeological Priority Area covers the historic core of Beckenham as shown on  John Rocque’s 1746 Map of London and the Adjacent Country 10 Miles Round. The  APA has been included at Tier ,3187.78910064697,273.496795126962
806,Archaeological Priority Area - Tier II,76896,5a515ff1-7226-49f1-97c7-3eaa40070938, ,Summary and definition  The Archaeological Priority Area covers the historic core of Beckenham as shown on  John Rocque’s 1746 Map of London and the Adjacent Country 10 Miles Round. The  APA has been included at Tier ,167676.206230164,2904.60335535924
807,Archaeological Priority Area - Tier II,76276,15763353-958e-4ac4-ab7e-5353a39839db, ,Summary and Definition  The Cane Hill Archaeological Priority Area occupies the side of a valley in the south-west of Croydon.  Like other parts of the North Downs in Croydon this is a relatively undeveloped area with potential for finds and features fro,792730.797813416,6273.37453748369
808,Archaeological Priority Area - Tier II,76382,21c32902-41a2-45da-94dd-79fa547d1606, ,Summary and Definition  The Green Street Archaeological Priority Area covers an area on either side of Green Street.  It is classified as Tier 2 due to the potential presence of prehistoric sites in the area that are recorded on the GLHER.  Green Street,185125.423484802,1843.35915897874
809,Archaeological Priority Area - Tier III,76412,247bb9d3-e657-48d3-9d91-d81315a0a6db, ,Summary and Definition  	The River Roding Archaeological Priority Area covers an area to the west of Newham’s eastern borough boundary between Newham Way (A13) in the south to just north of Romford Road (A118) in the north.  The area has potential for,13521.4116897583,640.782833431047
810,Archaeological Priority Area - Tier III,76412,247bb9d3-e657-48d3-9d91-d81315a0a6db, ,Summary and Definition  	The River Roding Archaeological Priority Area covers an area to the west of Newham’s eastern borough boundary between Newham Way (A13) in the south to just north of Romford Road (A118) in the north.  The area has potential for,968023.631523132,10154.0735686992
811,Archaeological Priority Area - Tier II,76829,53fa365a-76f9-4def-8861-51e5425d3f8e, ,Summary and Definition  	The Archaeological Priority Area covers the summit of Pollards Hill where a possible earthwork is located and includes the site of a recreation ground and a number of houses in Ena Road and Pollards Wood Road.  It is classified a,40274.8468475342,943.036328946824
812,Archaeological Priority Area - Tier II,77584,a3700a6d-2354-4044-a97f-3a6563a67a56, ,Summary and Definition    7.23.1 The Archaeological Priority Area contains the site of West Beech medieval manor and  Ducketts Common.     7.23.2 The APA has been included at Tier 2 as it has the potential to contain arc,75328.4152832031,2278.10137643384
813,Archaeological Priority Area,77499,99029e9c-7079-4c1b-b3ed-6f9b7ee77967, ,"Possible original Saxon settlement of Hammersmith around Creek mouth. Medieval and post-medieval settlement of Hammersmith along riverfront, and Roman coins and pottery from foreshore Queen Caroline Street and Broadway. 17th century convent and 17th cent",191673.167732239,3878.00367537171
814,Archaeological Priority Area,77217,7b2d5985-5dbc-4c3a-b435-59cc35af9aca, ,"The Grove was constructed between 1820-1840 on the site of the medieval Stone Court. Remains of the 18th Century gardens are likely to occur along with the extensive 19th Century gardens which included heated glasshouses, a fernery, a brick-built water c",119900.246681213,1313.17354987491
815,Archaeological Priority Area - Tier II,77805,ba0b93a0-7d2b-431c-81c2-c7f06316e094, ,"Summary and Definition    This Archaeological Priority Area comprises the historic settlement of Leytonstone, its historic green and the smaller settlements of Harrow Green and Holloway Down; These areas have their origins in the medieval period. It also",117609.846809387,2920.7585380816
816,Archaeological Priority Area - Tier II,77805,ba0b93a0-7d2b-431c-81c2-c7f06316e094, ,"Summary and Definition    This Archaeological Priority Area comprises the historic settlement of Leytonstone, its historic green and the smaller settlements of Harrow Green and Holloway Down; These areas have their origins in the medieval period. It also",180682.842124939,4586.7488128556
817,Archaeological Priority Area - Tier III,76541,357d0def-c705-4cf3-97c1-2a4831306884, ,"Summary and definition  The Archaeological Priority Area covers a large expanse of agricultural land, historic  commons and ancient woodland immediately to the east of the River Cray. To the  west the APA adjoins the Uppe",46.6142730712891,150.266043067171
818,Archaeological Priority Area - Tier III,76541,357d0def-c705-4cf3-97c1-2a4831306884, ,"Summary and definition  The Archaeological Priority Area covers a large expanse of agricultural land, historic  commons and ancient woodland immediately to the east of the River Cray. To the  west the APA adjoins the Uppe",10554405.9877396,18435.9059378438
819,Archaeological Priority Area - Tier II,78457,fd91b8c2-1854-4610-9186-cf1e2f51e65a, ,"Summary and Definition  The APA covers Morden Hall Park and extends into an area to the north-east of the modern Tramlink tramlines to the south of Phipps Bridge.  The Park was not enclosed until the 1870s and prior to this, this stretch of the River Wan",599725.759033203,4087.72468163009
820,Archaeological Priority Area - Tier I,209797,ce61990d-66b6-4f5f-a482-642b0efa46cc, ," p  strong Summary and Definition /strong  /p 

 p This APA covers both the scheduled site of Castle Hill (1002018) and an area of land around that Scheduled Monument. Castle Hill is located east of Chessington on the border with Surrey. It has been clas",30574.0390930176,707.198343493253
821,Archaeological Priority Area - Tier II,77563,a046ff60-d870-408f-8ec1-a719d536595a, ,"Summary and Definition  The West Ham Archaeological Priority Area covers the core of the historic settlement of West Ham.  The village was closely associated with nearby Stratford Langthorne Abbey and All Saints Church, a Grade I listed building, is also",524121.183990479,3345.42498683642
822,Archaeological Priority Area - Tier II,76709,463ade03-20ab-41f3-9b6f-9667211c43b9, ,Hackney APA 2.15 Northwold Road and surrounds  Summary and Definition  This Archaeological Priority Area covers an area surrounding Northwold Road in Upper Clapton. The APA covers a wide area of brickearth deposits which have yielded well preserved Palae,341806.217041016,5107.52920845327
823,Archaeological Priority Area,77332,86b43506-b479-4b47-8b1a-be8b0d0ea99a, ,"Line of Stane Street, the Roman Road linking London and Chichester. Follows route of Kennington Park Road, Clapham Road, Clapham High Street and Clapham Common South Side.",442515.688453674,10682.0640269573
824,Archaeological Priority Area,78078,d55e896c-6820-4ef6-bf1a-12ff7724bc6f, ,"There is very little in the way of evidence for prehistoric activity in the vicinity with a couple of isolated flint artefacts recorded. There have been a few possible Roman artefacts around the SAM, suggesting some activity in the vicinity.  It is sugge",3016784.18379974,8376.2746625728
825,Archaeological Priority Area - Tier II,77508,99fc8c28-52db-40fc-83cf-3f81265e39de, ,Summary and Definition  The APA follows the course of the Wandle River between the railway line at the northern edge of Wandle Meadow Nature Park and Morden Hall Park.  It surrounds the Tier 1 APA for Merton Priory and remains of the Priory’s outer pre,930014.465507507,7488.11183644107
826,Archaeological Priority Area,76532,33e2077b-3640-4c26-b69b-7ed7411a934d, ,The GLHER records that within the APA itself excavation in 1976 recorded Roman and/or post-medieval ditches which probably represent field boundaries. Immediately to the north east of the APA an evaluation took place which did not record any archaeologic,43577.280960083,1113.30657330956
827,Archaeological Priority Area - Tier II,77609,a58a878f-ed11-4def-93e0-8d61694ab3e3, ,"Summary and Definition  The APA forms an east-west corridor along Holland Park Avenue, Notting Hill Gate and the Bayswater Road (A406) which follows the approximate route of the major Roman road from London (Londinium via Newgate) to the important Roman",429466.229385376,4931.89417488669
828,Archaeological Priority Area,77544,9e4a30a8-f558-49e8-866b-7c35024a31f3, ,"Roman Stane Street was part of the arterial system and connected London with the Sussex coast. This is an early cultural topographic feature, which is still in use today as the A24 road and forms part of the Borough boundary.",259847.202011108,6497.84945905406
829,Archaeological Priority Area - Tier III,77316,84fb90be-116a-4841-8f47-39a2e8c10ef4, ,Summary and Definition  	The APA covers an area on the eastern side of Beverley Brook which marks part of the borough boundary between Merton and Kingston upon Thames.  It is classified as Tier 3 because alluvial deposits along this stretch of Beverley B,576464.832397461,5192.58434275663
830,Archaeological Priority Area - Tier II,77471,96066d9b-0f74-40cb-b8e9-da574d75a975, ,"City of Westminster APA 2.3: Hyde Park and Kensington Gardens  Summary and Definition  	The Hyde Park and Kensington Gardens APA covers the whole of both royal parks, both of which are Grade I Registered Parks and Gardens and are covered by the Royal Par",2414544.45579529,7048.80810670296
831,Archaeological Priority Area - Tier II,77485,978e44cb-7f5d-4e5b-a305-1af36129bff9, ,Summary and Definition  	The Ampere Way Archaeological Priority Area covers an area between the borough boundaries with Sutton and Merton and Thornton Road/Purley Way as far south as Commerce Way.  A number of finds and features dating to several prehist,1266877.05834198,6328.59388948347
832,Archaeological Priority Area - Tier II,76553,355886e2-1a9c-408e-9585-aad88882bed3, ,Summary and Definition  The Archaeological Priority Area covers the historic settlement of Islington. It covers the area around Islington Green and along Upper Street which formed the rural settlement pre-dating the expansion of London in the 19th centur,328245.160018921,4523.87233142054
833,Archaeological Priority Area - Tier II,76233,0ff95c28-4c5d-43c6-8dc9-78f01e79e248, ,Summary and definition  The  Archaeological  Priority  Area  covers  nine  post-medieval  burial  grounds  and  cemeteries within London Borough of Bromley. The APA has been classed as Tier 2 as  it contains 18th-and 19th-ce,145416.408325195,1781.72793538493
834,Archaeological Priority Area - Tier II,76589,37ee02fc-06dd-4095-b636-bbfca4a2a700, ,Summary and Definition  	The Putney APA covers the historic village which grew up at an important Thames river crossing.  There is evidence that the area has been occupied since prehistoric times.  The APA is classified as Tier 2 because it is a historic,511088.909126282,2975.11338145191
835,Archaeological Priority Area - Tier II,76589,37ee02fc-06dd-4095-b636-bbfca4a2a700, ,Summary and Definition  	The Putney APA covers the historic village which grew up at an important Thames river crossing.  There is evidence that the area has been occupied since prehistoric times.  The APA is classified as Tier 2 because it is a historic,14852.6567993164,483.511872432825
836,Archaeological Priority Area - Tier II,76179,09dd6653-100c-4634-b7e5-ec0303f8e054, ,"Summary and Definition  This Archaeological Priority Area comprises the continued route of Edgware Road and Maida Vale into the Camden Borough along Kilburn High Road, which is based on the route of the Roman road, Watling Street.   The APA is classified",74903.7437515259,3707.15971015327
837,Archaeological Priority Area - Tier II,78402,f8cc51bc-a1e4-46ca-bdc3-c77835452318, ,"Summary and Definition  	The APA is located between Bushey Road, West Barnes Lane, the A3 and the Pyl Brook.  Most of the area is occupied by Raynes Park High School.  It is classified as Tier 2 because it was the site of a medieval farm.  Description  	",52247.5555877686,995.778105091579
838,Archaeological Priority Area,77128,7239a48c-3b5a-4666-b972-d2850f040be5, ,"Beckenham Place (Listed Grade II*) was built by John Cator c.1773 close to the site of a much earlier manor house.  The 18th century mansion was set in parklands, and both survive as a historic entity, although the public golf course intrudes on the hist",1149649.52090454,5044.56931690365
839,Archaeological Priority Area,78452,fd47a625-6a40-47da-901c-624a7bdf653b, ,"Recently discovered prehistoric and Saxon settlement, 17th century mansion, subsequently Brandenburgh House and 18th century theatre.",57512.490562439,1080.80505083253
840,Archaeological Priority Area,76675,4329cefa-0f4f-449d-9108-20ce4925157c, ,Medieval - Early Post Medieval settlement site.,40058.8190689087,882.959772032825
841,Archaeological Priority Area,76700,45a40c7e-dee0-4c22-8266-65face01b3aa, ,Recommendation  It is recommended that the designated area is extended eastward to include ha-ha and southern boundary aligned with roadside property boundaries along Canberra Road.  Boundary along north side should also be aligned with roadside property,80530.2454528809,1296.28520848369
842,Archaeological Priority Area,77792,b9e9996a-5ac9-4462-a776-98befec7a0ff, ,Medieval - Early Post Medieval settlement site.,40404.4873046875,866.448546984924
843,Archaeological Priority Area,77648,a9ee8417-7eed-47a0-9767-c888a3759701, ,Archaeological priority area surrounding medieval moated site,14877.1467437744,481.477923088344
844,Archaeological Priority Area,77789,b8d7085e-f143-424e-84b2-807ecf611a08, ,Medieval - Early Post Medieval moated site.,23267.8537902832,615.010309475306
845,Archaeological Priority Area - Tier II,76627,3c09f222-9468-4254-8ec0-4dcec9296811, ,Summary and Definition  The Upton Archaeological Priority Area covers the site of Upton village which included Ham House and its grounds.  A number of country houses were also built within the village in the post medieval period.  It is classified as Tie,502949.317443848,3493.59523495563
846,Archaeological Priority Area,76758,4b9bf494-a86d-4cca-bcf1-83760b3739b0, ,Medieval and post-medieval settlement and market place of the parish.,84376.1245803833,1179.14053622208
847,Archaeological Priority Area - Tier II,77211,7a60fdcc-b4ed-4302-bc56-22b569c82fee, ,"Summary and Definition  The Archaeological Priority Area covers three areas of historic transport interchanges and industrial development that grew up beside the Regents Canal.  The three discrete areas covered by this APA are: Camden Lock, Cumberland Ba",127022.563232422,2168.62578284981
848,Archaeological Priority Area - Tier II,77211,7a60fdcc-b4ed-4302-bc56-22b569c82fee, ,"Summary and Definition  The Archaeological Priority Area covers three areas of historic transport interchanges and industrial development that grew up beside the Regents Canal.  The three discrete areas covered by this APA are: Camden Lock, Cumberland Ba",160224.025260925,2021.31958871257
849,Archaeological Priority Area - Tier II,77211,7a60fdcc-b4ed-4302-bc56-22b569c82fee, ,"Summary and Definition  The Archaeological Priority Area covers three areas of historic transport interchanges and industrial development that grew up beside the Regents Canal.  The three discrete areas covered by this APA are: Camden Lock, Cumberland Ba",12979.1695480347,713.355324018932
850,Archaeological Priority Area - Tier II,77211,7a60fdcc-b4ed-4302-bc56-22b569c82fee, ,"Summary and Definition  The Archaeological Priority Area covers three areas of historic transport interchanges and industrial development that grew up beside the Regents Canal.  The three discrete areas covered by this APA are: Camden Lock, Cumberland Ba",39912.2862091064,896.084106047147
851,Archaeological Priority Area - Tier III,76744,49df0944-2d22-43db-b505-963075e07edf, ,Summary and Definition  	The Canning Town / Newham Way Archaeological Priority Area covers the area to the north of the Royal Docks as far as Newham Way and an area to the north of Canning Town between the River Lea and the Jubilee Line.  Significant fin,4651266.4884491,16886.8637599749
852,Archaeological Priority Area,77782,b837ad07-a27b-4d35-bc35-fc4fe73f2c1d, ,"The medieval manor house of Sydenham Place, later known as Place House adjoined a small hamlet known as Perry Street which was located along the London-Lewes Road.  This small settlement persisted into the 17th and 18th century, before succumbing to subu",91786.314414978,1948.52667719683
853,Archaeological Priority Area - Tier II,76942,5eb5a1fb-5c76-4e9b-9216-522e28233847, ,Summary and Definition  	The Archaeological Priority Area covers an open parkland area on the slope of a ridge which was previously the grounds of Norwood Grove.  Norwood Grove is a Grade II Listed Building and the surrounding park is a Grade II Register,99948.2763977051,1363.12006854877
854,Archaeological Priority Area - Tier II,209804,ee821b85-a0de-457a-935e-3a8a9aff5afa, ," p  strong Summary and Definition /strong  /p 

 p This APA covers the northeastern part of the Borough. From Kingston Hospital on its western boundary across to the Beverley Brook on its east, the APA rises and then drops to form Coombe Hill. It is topo",2856224.53337097,8121.48449710762
855,Archaeological Priority Area,77775,b760c35a-9af5-4cb0-98bf-3b7fd7c07dc4, ,"The name refers to the ‘village by the stumps’ and probably alludes to woodland clearance carried out by 6th Century. Anglo-Saxon settlers. Two estates are recorded, namely East Cheam Manor, located near Gander Green Road, and West Cheam Manor close",613449.614151001,4366.42729083536
856,Archaeological Priority Area - Tier II,76356,1ec98c6f-2b2b-4d03-922c-de3ceb5912b1, ,Hackney APA 2.4 The New River  Summary and Definition  The Archaeological Priority Area covers the course of the New River as shown on Rocque’s 1745 map of London. The bulk of the APA is situated to the north-west of Stoke Newington; a small segment is,292812.068992615,5665.3235106421
857,Archaeological Priority Area - Tier II,76356,1ec98c6f-2b2b-4d03-922c-de3ceb5912b1, ,Hackney APA 2.4 The New River  Summary and Definition  The Archaeological Priority Area covers the course of the New River as shown on Rocque’s 1745 map of London. The bulk of the APA is situated to the north-west of Stoke Newington; a small segment is,511.933738708496,176.791448663128
858,Archaeological Priority Area - Tier II,76356,1ec98c6f-2b2b-4d03-922c-de3ceb5912b1, ,Hackney APA 2.4 The New River  Summary and Definition  The Archaeological Priority Area covers the course of the New River as shown on Rocque’s 1745 map of London. The bulk of the APA is situated to the north-west of Stoke Newington; a small segment is,4140.76519775391,982.775389555875
859,Archaeological Priority Area - Tier II,76356,1ec98c6f-2b2b-4d03-922c-de3ceb5912b1, ,Hackney APA 2.4 The New River  Summary and Definition  The Archaeological Priority Area covers the course of the New River as shown on Rocque’s 1745 map of London. The bulk of the APA is situated to the north-west of Stoke Newington; a small segment is,509.723739624023,162.654033217012
860,Archaeological Priority Area - Tier II,76356,1ec98c6f-2b2b-4d03-922c-de3ceb5912b1, ,Hackney APA 2.4 The New River  Summary and Definition  The Archaeological Priority Area covers the course of the New River as shown on Rocque’s 1745 map of London. The bulk of the APA is situated to the north-west of Stoke Newington; a small segment is,792.804206848145,257.802095427335
861,Archaeological Priority Area - Tier II,76356,1ec98c6f-2b2b-4d03-922c-de3ceb5912b1, ,Hackney APA 2.4 The New River  Summary and Definition  The Archaeological Priority Area covers the course of the New River as shown on Rocque’s 1745 map of London. The bulk of the APA is situated to the north-west of Stoke Newington; a small segment is,5133.74794769287,609.456244078046
862,Archaeological Priority Area - Tier III,209828,0c622ab2-1462-40a7-91aa-04b99f833545, ," p  strong Summary and Definition /strong  /p 

 p The APA covers an area on the western side of Beverley Brook which marks part of the borough boundary between Kingston upon Thames and Merton. It also covers the Malden Golf Club (course). It is classifi",371738.548988342,5439.84752707499
863,Archaeological Priority Area - Tier III,209828,0c622ab2-1462-40a7-91aa-04b99f833545, ," p  strong Summary and Definition /strong  /p 

 p The APA covers an area on the western side of Beverley Brook which marks part of the borough boundary between Kingston upon Thames and Merton. It also covers the Malden Golf Club (course). It is classifi",371738.548988342,5439.84752707499
864,Archaeological Priority Area - Tier II,76236,101480fb-6c8b-47ef-9c4c-542c7b6c3b27, ,"Summary and Definition    7.6.1 The Archaeological Priority Area contains the historic core of Hornsey Village, which has been  settled since the medieval period, and an area of undeveloped land known as Priory Park  which",165237.457641602,3670.14397842483
865,Archaeological Priority Area - Tier I,209799,e94e32fc-bda3-4707-8e55-e646629cd963, ," p  strong Summary and Definition /strong  /p 

 p This APA covers The Moat, Malden. This is a rectangular moated site located within a modern residential street. The APA is classified as Tier 1 because its four arms are intact, and its central island ap",2376.71536254883,203.844225151106
866,Archaeological Priority Area - Tier I,78090,d68082c6-ac0a-49a1-a0e4-f0ba3615ce53, ,"Hackney APA 1.3 Lauriston Road Jewish Burial ground  Summary and Definition  The Archaeological Priority Area covers the Lauriston Road burial ground in Hackney, which was used by the London Jewish population from the mid-18th century to late 19th centur",3881.20712280273,282.067707908943
867,Archaeological Priority Area - Tier II,77439,931a98ba-a414-4d31-b8b1-26f88e650dbf, ,Summary and Definition  	The Wall End Archaeological Priority Area covers the small historic settlement of Wall End.  It is classed as Tier 2 due to it being a roadside settlement with medieval origins.  Description  	The small hamlet of Wall End was loc,26698.9645767212,757.923537660006
868,Archaeological Priority Area - Tier II,76680,42d38b7c-39f0-47ae-b5a6-c898537e6dc9, ,"10.1	This Archaeological Priority Area follows the route of the Roman Watling Street (now the A207) from Shooters Hill to Dover. It slopes from high ground in the west to Crayford and the Cray Valley in the east, from c. 65 to 25mOD. The road lies on a n",525371.409942627,4682.67721945151
869,Archaeological Priority Area - Tier II,76680,42d38b7c-39f0-47ae-b5a6-c898537e6dc9, ,"10.1	This Archaeological Priority Area follows the route of the Roman Watling Street (now the A207) from Shooters Hill to Dover. It slopes from high ground in the west to Crayford and the Cray Valley in the east, from c. 65 to 25mOD. The road lies on a n",1085380.29650879,8935.2212834542
870,Archaeological Priority Area - Tier I,76480,2e2dc53b-2ad7-4b41-a685-b05268d2a677, ,Summary and Definition  The APA covers the Mesolithic campsite at West Heath on the west side of Hampstead Heath near Sandy Lane and north of the Leg of Mutton Pond and the head of the valley in which it lies.  The APA is classified as Tier 1 because the,194471.116249084,1825.74793071046
871,Archaeological Priority Area - Tier II,78377,f5d2fcc5-94ac-44c2-8018-acb88d360937, ,"Tower Hamlets APA 2.15: Limehouse  Summary and Definition  The Limehouse APA lies along the Thames between Butcher Row and West India Dock Road and Westferry Road, its northern boundary is just to the north of Commercial Road.  It encompasses the histori",577333.203300476,3454.27670760712
872,Archaeological Priority Area - Tier II,209749,b98e0b22-5a59-478a-816f-5bac21a49a9c, ," p  strong Summary and Definition  /strong  /p 

 p The Sudbrooke Park APA covers The Richmond Golf Club. The APA is classified as Tier 2 because it encompasses the 18th century designed landscape of the grade I listed Sudbrooke Mansion. /p 

 p  strong",412765.638496399,2621.56604906916
873,Archaeological Priority Area - Tier II,76644,3e265002-436d-4fa1-b1e0-15c4a98774a6, ,"Summary and Definition  	The Archaeological Priority Area covers the core of the historic settlement of Croydon which is situated in an area bounded by Church Street/George Street to the north, Wellesley Road/Park Lane to the east, Lower Coombe Street to",902520.608863831,4834.91475954508
874,Archaeological Priority Area - Tier II,76653,3f3de58e-92f2-4a8d-868a-8a2bb99f2396, ,"Summary and Definition    7.19.1 The Archaeological Priority Area covers the site of the Shepherds Hill Roman Hoard, a Roman  coin hoard found at The Priory in 1848, now Shepherds Hill Library.    7.19.2 The APA has been",10674.8895797729,451.760913037406
875,Archaeological Priority Area - Tier I,77116,7140e461-c37a-414a-a89c-7e0bd71a6957, ,"This Archaeological Priority Area is situated within Lesnes Abbey Woods, and extends to the south from Abbey Road. It is concentrated upon the ruins of the 12th century Lesnes Abbey and other associated features. Lesnes Abbey ruins are a Scheduled Ancien",289671.875213623,2316.68012142204
876,Archaeological Priority Area - Tier II,209802,eb729e93-f4f7-4060-9b9a-6c114978534e, ," p  strong Summary and Definition /strong  /p 

 p This APA covers the Thames riverside from the southern part of Kingston Town in the north down to the border with Surrey (Long Ditton). The boundaries of the APA have been designed to encompass the Raven",180227.753234863,3267.03200265598
877,Archaeological Priority Area,77999,cdf6d0d7-a200-4d68-8c4f-fa81a19408db, ,"Neolithic double ditch enclosure, Late Bronze Age enclosure and Roman farmstead.  This extensive area of intensive prehistoric occupation incorporates two Scheduled Ancient Monuments.",918533.408058167,4914.20578970214
878,Archaeological Priority Area,78360,f3fb1175-9e05-4ec0-9030-55ab369dda15, ,"There is very little archaeological evidence within the APA and the area immediately surrounding it for any period. There is a GLHER record of a possible Roman occupation site at St Lawrence Church in the north of the APA, but this has very limited infor",136590.299163818,2093.44027447667
879,Archaeological Priority Area - Tier II,209820,a945ef57-26f4-4830-8dbd-cb74f3f486e9, ," p  strong Summary and Definition /strong  /p 

 p This APA covers Fishponds Park to the south of Surbiton. This is a public park surrounded by residential streets. The APA is classified as Tier 2 because it holds the known remains of 18th  ndash; 19th c",54535.725944519,1133.12189176265
880,Archaeological Priority Area - Tier II,77042,6937283c-2b43-4bb8-a814-854bdb09515c, ,"Summary and Definition  The Archaeological Priority Area covers a block of residential housing defined to the north by Perth Road, to the east by Ley Street, to the south by Dunedin Road, and to the west by Balfour Road. The APA is classified as Tier 2 b",39754.4716262817,830.078245768426
881,Archaeological Priority Area - Tier II,78441,fc0710f7-edd8-4057-8fd0-c15dbe720d57, ,"Summary and Definition  	The APA covers Cannon Hill Common and is bounded by Cannon Hill Lane, Parkway, Messines Playing Field and Joseph Hood Recreation Ground.  Cannon Hill House was built here in the second half of the 18th century and was demolished",207986.47782135,1863.68878979138
882,Archaeological Priority Area - Tier II,78354,f31a22cd-f781-4891-be98-130a43379162, ,Summary and Definition  	The APA covers Wimbledon Park and a section of the residential area that lies to the south of the park.  The area represents land covered by the grounds of Wimbledon Park House.  It is classified as Tier 2 because it covers the s,890364.505317688,4091.80499775159
883,Archaeological Priority Area - Tier III,77588,a4145a0d-5c51-4b2c-87d9-edc6b110a0b7, ,Summary and Definition  	Mitcham Common consists of approximately 460 acres within the London Borough of Merton although it used to extend into areas within the boroughs of Sutton and Croydon too.  The APA covers an area between the borough boundary betw,1982858.22996521,7048.93960856272
884,Archaeological Priority Area,78037,d183ea8c-00aa-4755-a4bb-556c318509d7, ," p It is conventionally assumed that prehistoric settlements favour lighter well drained soils and not heavy London Clay, but there is evidence of the land being utilised around Bury Farm. It is likely that a settlement developed around the lighter woode",4581469.89071655,12287.1065525583
885,Archaeological Priority Area - Tier II,77549,9f205527-0858-4a1e-8750-161b88e00727, ,Summary and Definition  The Archaeological Priority Area of Highbury includes the former medieval moated manor and grange. They were located east and west of Highbury Park Road north of Highbury fields within the Borough of Islington as depicted on Roque,20144.9676742554,586.234686915381
886,Archaeological Priority Area - Tier II,77549,9f205527-0858-4a1e-8750-161b88e00727, ,Summary and Definition  The Archaeological Priority Area of Highbury includes the former medieval moated manor and grange. They were located east and west of Highbury Park Road north of Highbury fields within the Borough of Islington as depicted on Roque,8760.93646240234,389.930198830074
887,Archaeological Priority Area - Tier II,77144,74164738-fc5c-4d89-9323-a3d077e60542, ,"Summary and Definition London is a polycentric city made up of villages and the historic village of Camberwell once formed one of these rural hubs. The Archaeological Priority Area (APA) is based upon the medieval village core of Camberwell, set around C",327320.748207092,3902.64029872113
888,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,31086.2452774048,850.325300843043
889,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,12271.7152404785,475.331844460535
890,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,76633.5359344482,1129.79076725124
891,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,82091.0772018433,1251.46574218129
892,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,168184.961029053,1873.26913109355
893,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,2199.02238464355,190.825707055216
894,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,3483.06199645996,250.465115626679
895,Archaeological Priority Area - Tier II,77041,6918bfc5-1f48-47e9-be75-c902991998ba, ,Summary and Definition  	The APA covers eight cemeteries in Wandsworth which are not already covered by an Archaeological Priority Area.  The Huguenot Burial Ground and Putney Burial Ground are relatively small cemeteries that were founded in the 17th an,52877.2377243042,1172.94262215128
